run_set,model,model_label,job_id,trace_id,status,reward,error,question_id,question_index,task
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,9e9ea2b5-3358-4c8e-bfef-2b23ce2f9167,completed,0.6712828685846021,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,a520bd69-6c41-423b-85be-cd612f4b2edf,completed,0.0,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,bf383f3c-829b-4333-81ef-1214a14ecb39,completed,0.0,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,6415ba13-416f-432c-9379-3572236ba1f3,completed,0.0,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,2bfedc69-9abc-4d1e-952d-1e7b4f89185f,completed,0.0,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,1796c701-85b7-4a36-92b2-8b2ed900a1c3,completed,0.7647233910387892,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,53afba6b-8af3-42b4-820e-d3a3564d5032,completed,0.12283655492869482,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,7b65ab75-dd93-457b-9d32-2770d1e9e736,completed,0.8191500733197463,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,7550a4c6-5b46-47be-83a8-927224450546,completed,0.0,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,08f9f422-0a41-4205-941a-90e3c62d8323,completed,0.8441622892989752,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,bacde87c-79f0-4dc0-a2c5-27f065565363,completed,0.4250300484888475,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,792a6aa5-82da-467f-bb0b-72edcc2c6262,completed,0.2556896087358145,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,1d846ecd-19ee-4eb5-8bfa-1ce047940824,completed,0.0,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,8a73c988-d4c3-41ac-999f-1c6a104351aa,completed,0.0,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,fe32485e-e90c-49a5-80a7-540cb308516f,completed,0.3167890100792656,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,02a97440-d4bb-4da7-b1c3-3dfb17babe25,completed,0.0,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,ce9d1bb6-2e30-487f-9fff-611fc114c1f3,completed,0.741505728044779,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,dea0f0ed-7b23-4876-b692-58c2cbf5a646,completed,0.5384617697117201,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,75b70c21-274d-41e5-bcc7-a20f018feee8,completed,0.36893018569362623,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,195422de-0943-465c-9341-a334f141df60,completed,0.0,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,3e88b65d-577a-441a-bc0d-5c57ce6ff934,completed,0.3126526997403612,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,1aaf22e2-e75a-4f9d-abb4-b4ee1a879f3f,completed,0.27574350900541733,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gpt-4o,GPT-4o,5b62a4b9-7b5e-426e-bc31-b3f3d6ef02ce,11d55009-1cf6-4b2f-bc75-7057a4094449,completed,0.5385657345188959,,DBEVAL-V0-080,80,DragonTFBind
