model,model_label,job_id,trace_id,status,reward,error,question_id,task,question_index,duration_seconds,eval_score,eval_status,eval_error,agent_text_chars,submit_calls,submitted_answer_chars,setup_prompt_chars,tool_error,subscores_json,run_set
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,24880242-95c4-4382-9c72-52fd8c26e92c,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-052,KomodoProteinFold,52,305.637972,,,,0.0,0.0,,1644.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,241c70c8-0359-480d-a474-6d7fb6e1c12d,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-053,KomodoProteinFold,53,305.756199,,,,0.0,0.0,,1641.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,5f3943aa-9a13-460c-8728-a73fdac8c0e4,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-054,KomodoProteinFold,54,305.295415,,,,0.0,0.0,,1643.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,baead157-2f6d-4550-a394-9b6843380a9e,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-055,KomodoProteinFold,55,306.240937,,,,0.0,0.0,,1641.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,851217b7-87a6-4a82-9c49-6aa5377821f7,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-056,KomodoProteinFold,56,305.809332,,,,0.0,0.0,,1642.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,27ac83f9-496c-4653-a844-c33641b30387,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-057,KomodoProteinFold,57,306.51524,,,,0.0,0.0,,1642.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,a932d108-b4f0-4bbb-8d93-ed32a20a4755,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-058,KomodoProteinFold,58,306.905935,,,,0.0,0.0,,1640.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,1cea90dc-0b47-44bb-af7b-468aa5515ba3,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-059,KomodoProteinFold,59,305.972441,,,,0.0,0.0,,1641.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,620efcba-e239-459f-9a7a-a6523505e535,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-060,KomodoProteinFold,60,306.462613,,,,0.0,0.0,,1640.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,c0964e91-9f1f-4d4a-bece-b5538ab0885f,completed,1.0,,DBEVAL-V0-081,RNAFold,81,119.54948,1.0,scored,,97.0,1.0,90.0,1283.0,,"{""base_pair_f1"": 1.0, ""base_pair_precision"": 1.0, ""base_pair_recall"": 1.0, ""exact_dot_bracket_match"": 1.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,0e62c7cb-02d3-40ab-b8d8-fb429538fcd2,completed,0.4651162790697674,,DBEVAL-V0-082,RNAFold,82,232.610943,0.4651162790697674,scored,,51.0,1.0,89.0,1282.0,,"{""base_pair_f1"": 0.46511627906976744, ""base_pair_precision"": 0.45454545454545453, ""base_pair_recall"": 0.47619047619047616, ""exact_dot_bracket_match"": 0.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,6b2b8a1a-0985-49f7-b31a-db6788d6a35d,completed,0.1935483870967742,,DBEVAL-V0-083,RNAFold,83,235.062476,0.1935483870967742,scored,,466.0,1.0,120.0,1314.0,,"{""base_pair_f1"": 0.1935483870967742, ""base_pair_precision"": 0.2222222222222222, ""base_pair_recall"": 0.17142857142857143, ""exact_dot_bracket_match"": 0.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,725049bd-0415-479c-8f97-32fbf5df6556,completed,0.0,,DBEVAL-V0-084,RNAFold,84,286.073088,0.0,invalid_answer,,789.0,1.0,163.0,1361.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,23e6b13d-f9a3-4edc-85f4-12aab66e4615,completed,0.0,,DBEVAL-V0-085,RNAFold,85,255.586883,0.0,invalid_answer,,275.0,1.0,114.0,1308.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,732e889d-5a26-419a-b4ea-49eca7a9acbe,completed,0.0,,DBEVAL-V0-086,RNAFold,86,265.361156,0.0,invalid_answer,,78.0,1.0,129.0,1321.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,1ddaafe6-a761-4357-8651-f7f78cee3d91,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-087,RNAFold,87,6.969369,,,,0.0,0.0,,1313.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,d12a5db7-5db9-4724-9e87-dcade95cc903,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-088,RNAFold,88,6.675574,,,,0.0,0.0,,1313.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,50f84f6f-ec1e-4153-9ca9-7952773de364,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-089,RNAFold,89,6.496877,,,,0.0,0.0,,1393.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,e067b410-9211-47db-8c2e-f958125e641a,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-090,RNAFold,90,6.907133,,,,0.0,0.0,,1393.0,,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,8967db96-73d6-4a0e-900f-01c73892658f,completed,0.0,,DBEVAL-V0-091,RNAFold,91,283.874824,0.0,invalid_answer,,925.0,1.0,124.0,1298.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,5c2e07e8-23a8-4f46-b886-a4fafb0f1cc8,completed,0.0,,DBEVAL-V0-092,RNAFold,92,224.011995,0.0,invalid_answer,,219.0,1.0,108.0,1299.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,47c59b79-c5bf-4d96-9685-22afc454616c,completed,0.0,,DBEVAL-V0-093,RNAFold,93,256.426378,0.0,invalid_answer,,118.0,1.0,161.0,1339.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,9cf6af06-262b-4359-95c2-484ba84deb4f,completed,0.0,,DBEVAL-V0-094,RNAFold,94,246.11216,0.0,invalid_answer,,107.0,1.0,180.0,1357.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,58fbc0ef-ef6e-4891-b88e-09f657ab36df,completed,0.9,,DBEVAL-V0-095,RNAFold,95,218.203296,0.9,scored,,600.0,1.0,108.0,1301.0,,"{""base_pair_f1"": 0.9, ""base_pair_precision"": 0.9, ""base_pair_recall"": 0.9, ""exact_dot_bracket_match"": 0.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,3c32a7fe-5c0e-411b-8bbe-941712c2a1f6,completed,0.918032786885246,,DBEVAL-V0-096,RNAFold,96,201.445715,0.918032786885246,scored,,241.0,1.0,112.0,1305.0,,"{""base_pair_f1"": 0.9180327868852459, ""base_pair_precision"": 0.9032258064516129, ""base_pair_recall"": 0.9333333333333333, ""exact_dot_bracket_match"": 0.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,66421f7a-ebbc-4ebf-8607-f6a16b0ce0aa,completed,0.0,,DBEVAL-V0-097,RNAFold,97,28.605396,0.0,scored,,92.0,1.0,242.0,1436.0,,"{""base_pair_f1"": 0.0, ""base_pair_precision"": 0.0, ""base_pair_recall"": 0.0, ""exact_dot_bracket_match"": 0.0}",
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,0d27a7f9-127e-4863-8a71-be96752025f9,completed,0.0,,DBEVAL-V0-098,RNAFold,98,276.904048,0.0,invalid_answer,,234.0,1.0,250.0,1436.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,7b857e7a-59f7-4d99-b694-93f2068f8686,completed,0.0,,DBEVAL-V0-099,RNAFold,99,255.426777,0.0,invalid_answer,,168.0,1.0,192.0,1385.0,,{},
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,4b6522fb-218f-4ec1-bd51-150b724a12cc,completed,0.0833333333333333,,DBEVAL-V0-100,RNAFold,100,263.792566,0.0833333333333333,scored,,97.0,1.0,188.0,1383.0,,"{""base_pair_f1"": 0.08333333333333333, ""base_pair_precision"": 0.12, ""base_pair_recall"": 0.06382978723404255, ""exact_dot_bracket_match"": 0.0}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,1b521aae-b02e-4d50-b081-068e71358861,completed,0.0,,DBEVAL-V0-002,AnoleGeneParse,2,188.551581,0.0,scored,,0.0,1.0,14.0,2465.0,,"{""intron_boundary_score"": 0.0, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.0}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,bf3241c1-1bf1-47ec-9a41-86c756b91be5,error,0.0,Request timed out.,DBEVAL-V0-001,AnoleGeneParse,1,1512.991587,,,,0.0,0.0,,2266.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,c8d68dcd-b8c9-4626-828d-a25758a7e625,error,0.0,Request timed out.,DBEVAL-V0-003,AnoleGeneParse,3,1512.381325,,,,0.0,0.0,,2634.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,05a625bb-8662-4dc0-95a7-86522a8c30a8,completed,0.2014218009478673,,DBEVAL-V0-006,AnoleGeneParse,6,225.61824,0.2014218009478673,scored,,0.0,1.0,37.0,2347.0,,"{""intron_boundary_score"": 0.00234192037470726, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.20142180094786732}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,32c2f17c-ddc7-4e6e-bf9d-6386fb42aa20,error,0.0,Request timed out.,DBEVAL-V0-007,AnoleGeneParse,7,1512.781036,,,,0.0,0.0,,2724.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,4f10e0d2-6993-4ea8-bbf2-c69bef028504,completed,1.0,,DBEVAL-V0-005,AnoleGeneParse,5,202.196619,1.0,scored,,0.0,1.0,37.0,2950.0,,"{""intron_boundary_score"": 1.0, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 1.0, ""precision"": 1.0, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 1.0}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,910a12d4-b2a3-43d7-a3b1-e8a0a29d114a,error,0.0,Request timed out.,DBEVAL-V0-008,AnoleGeneParse,8,1512.106696,,,,0.0,0.0,,2929.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,574ae3aa-5db6-4c88-b06c-9a259135e6ba,error,0.0,Request timed out.,DBEVAL-V0-009,AnoleGeneParse,9,1513.556375,,,,0.0,0.0,,3101.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,222b9462-6329-4e3f-8cdc-912d45641ef8,error,0.0,Request timed out.,DBEVAL-V0-004,AnoleGeneParse,4,1512.297502,,,,0.0,0.0,,2809.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,251dedf7-f90a-4388-832f-b8ed60641a93,error,0.0,Request timed out.,DBEVAL-V0-010,AnoleGeneParse,10,1511.998499,,,,0.0,0.0,,3332.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,9be63fcb-b584-4011-8430-e6a1ebc17b6a,completed,0.6847935548841892,,DBEVAL-V0-011,AnoleGeneParse,11,670.541237,0.6847935548841892,scored,,0.0,1.0,139.0,3207.0,,"{""intron_boundary_score"": 0.0063025210084033615, ""intron_count_accuracy"": 0.33333333333333337, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.6847935548841892}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,98fec48f-26b7-42ad-94ee-f6b313fab720,completed,0.7677696078431373,,DBEVAL-V0-012,AnoleGeneParse,12,275.86295,0.7677696078431373,scored,,0.0,1.0,288.0,3386.0,,"{""intron_boundary_score"": 0.00516795865633075, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.28571428571428575, ""precision"": 0.18181818181818182, ""recall"": 0.6666666666666666, ""spliced_sequence_levenshtein_similarity"": 0.7677696078431373}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,0df00647-9601-4725-91f4-4499b864b84b,error,0.0,Request timed out.,DBEVAL-V0-013,AnoleGeneParse,13,1506.718935,,,,0.0,0.0,,3503.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,796a2851-58be-49ae-9e4c-c83a005b8a44,completed,0.0,,DBEVAL-V0-014,AnoleGeneParse,14,1209.381652,0.0,scored,,0.0,1.0,109.0,3722.0,,"{""intron_boundary_score"": 0.002623524267599475, ""intron_count_accuracy"": 0.6666666666666667, ""intron_interval_f1_at_iou_0_8"": 0.28571428571428575, ""precision"": 0.25, ""recall"": 0.3333333333333333, ""spliced_sequence_levenshtein_similarity"": 0.0}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,6ab1f2af-94e2-42c5-9185-87e008c71995,error,0.0,"<html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>",DBEVAL-V0-015,AnoleGeneParse,15,905.855909,,,,0.0,0.0,,3844.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,ce6c93cb-2c3b-4342-886f-a20494ef744e,completed,0.6236559139784946,,DBEVAL-V0-016,AnoleGeneParse,16,286.799487,0.6236559139784946,scored,,0.0,1.0,61.0,2300.0,,"{""intron_boundary_score"": 0.007984031936127744, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.6666666666666666, ""precision"": 1.0, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.6236559139784946}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,fd30a157-7fb4-45d5-8140-61308a27d040,completed,0.9277899343544858,,DBEVAL-V0-017,AnoleGeneParse,17,214.628103,0.9277899343544858,scored,,0.0,1.0,64.0,3423.0,,"{""intron_boundary_score"": 0.0020768431983385254, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.3333333333333333, ""precision"": 0.5, ""recall"": 0.25, ""spliced_sequence_levenshtein_similarity"": 0.9277899343544858}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,5d22d71e-e29a-4b56-a7bb-4a3858b998ef,error,0.0,Request timed out.,DBEVAL-V0-019,AnoleGeneParse,19,1811.670053,,,,0.0,0.0,,3960.0,,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,ff601df6-743b-47b4-9610-348fb85ae588,completed,0.918218085106383,,DBEVAL-V0-018,AnoleGeneParse,18,290.067762,0.918218085106383,scored,,0.0,1.0,88.0,3697.0,,"{""intron_boundary_score"": 0.010037641154328732, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.8571428571428571, ""precision"": 1.0, ""recall"": 0.75, ""spliced_sequence_levenshtein_similarity"": 0.918218085106383}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,e3a655b5-deb3-43c1-8696-1bd2218a09f7,completed,0.7253433208489388,,DBEVAL-V0-020,AnoleGeneParse,20,1495.093281,0.7253433208489388,scored,,0.0,1.0,90.0,4031.0,,"{""intron_boundary_score"": 0.00954653937947494, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.5714285714285715, ""precision"": 0.6666666666666666, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.7253433208489388}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,6e1f3029-dabe-4aec-9a44-16dd89e477f1,completed,0.0999999999999999,,DBEVAL-V0-022,AnolePromoterExpression,22,164.770465,0.0999999999999999,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.09999999999999999}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,cc125234-e1ed-4aa7-b0b7-91369a92d5e9,completed,0.5833333333333333,,DBEVAL-V0-021,AnolePromoterExpression,21,166.281382,0.5833333333333333,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.5833333333333333}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,62c38e09-6020-4813-a6fd-222702610bda,completed,0.5499999999999999,,DBEVAL-V0-023,AnolePromoterExpression,23,137.240288,0.5499999999999999,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.5499999999999999}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,bb0cae50-a47a-4d10-8900-a8fb6fd2901d,completed,0.3333333333333333,,DBEVAL-V0-024,AnolePromoterExpression,24,218.49694,0.3333333333333333,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.3333333333333333}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,06cb8f9e-6f5e-4c88-acfa-56d7fcbffac9,completed,0.0,,DBEVAL-V0-025,AnolePromoterExpression,25,131.660515,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.24999999999999997}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,054eedb0-2e12-47c5-9f52-a345fd2d427d,completed,0.0,,DBEVAL-V0-026,AnolePromoterExpression,26,27.669805,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.3}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,d5f01259-1c5e-4d01-94cf-4abd0a9a81a2,completed,0.6666666666666666,,DBEVAL-V0-027,AnolePromoterExpression,27,180.664149,0.6666666666666666,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.6666666666666666}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,b33ca413-45a4-4da4-9136-3f7e4f9c8e02,completed,0.0,,DBEVAL-V0-028,AnolePromoterExpression,28,78.705509,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.016666666666666663}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,3a993553-dccd-4a62-a819-5990c0b023a2,completed,0.1166666666666666,,DBEVAL-V0-029,AnolePromoterExpression,29,132.663479,0.1166666666666666,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.11666666666666665}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,c59ebb25-054d-46a9-b057-0cdc47d318ae,completed,0.0,,DBEVAL-V0-030,AnolePromoterExpression,30,89.112185,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.6499999999999999}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,534c9844-4a05-4c74-bba8-9f5da1b53c2a,completed,0.0,,DBEVAL-V0-031,AnolePromoterExpression,31,156.640563,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.049999999999999996}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,72a89b7f-ac35-4478-9e44-aa4058a31846,completed,0.3999999999999999,,DBEVAL-V0-032,AnolePromoterExpression,32,179.810234,0.3999999999999999,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.39999999999999997}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,c801d074-3ee9-408f-8929-049d235aa272,completed,0.0,,DBEVAL-V0-033,AnolePromoterExpression,33,73.998016,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.36666666666666664}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,bb3acea7-a823-4896-aa23-49d6fbbc48ba,completed,0.0833333333333333,,DBEVAL-V0-034,AnolePromoterExpression,34,68.887185,0.0833333333333333,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.08333333333333333}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,de2d37ac-92c2-4b15-a124-074aaacdf859,completed,0.0,,DBEVAL-V0-035,AnolePromoterExpression,35,270.957681,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.08333333333333333}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,3a0f52d8-12de-46bc-b193-1f593d017dc6,completed,0.0,,DBEVAL-V0-036,AnolePromoterExpression,36,81.353419,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.1333333333333333}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,a2bbac27-3083-45a1-8821-37b5f87692b5,completed,0.0,,DBEVAL-V0-037,AnolePromoterExpression,37,132.502349,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.18333333333333332}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,2590798b-20e2-44e0-8648-30f90045ea04,completed,0.0,,DBEVAL-V0-038,AnolePromoterExpression,38,173.853492,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.16666666666666666}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,2a42671c-d88c-4cf0-870b-a0d76f164659,completed,0.0666666666666666,,DBEVAL-V0-039,AnolePromoterExpression,39,103.325631,0.0666666666666666,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.06666666666666665}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,408f5cbe-8261-4a73-9a72-0ceb70a106ec,completed,0.0,,DBEVAL-V0-040,AnolePromoterExpression,40,109.08611,0.0,scored,,0.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.6}",
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,b0c09491-047d-4225-9e4d-9c6b7016bd1a,completed,0.0814199395770392,,DBEVAL-V0-041,KomodoProteinFold,41,243.098296,0.0814199395770392,scored,,0.0,1.0,27213.0,1645.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.08141993957703927, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1655, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1655, ""structure_validity"": 1.0}",
