model,model_label,job_id,trace_id,status,reward,error,question_id,task,question_index,duration_seconds,eval_score,eval_status,eval_error,agent_text_chars,submit_calls,submitted_answer_chars,setup_prompt_chars,tool_error,subscores_json
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,1851afec-ff52-4b33-88fb-ac52b198190c,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-050,KomodoProteinFold,50,305.905048,,,,0,0,,1642,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,2bfb3476-be20-4dde-944c-26f531f959f7,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-051,KomodoProteinFold,51,306.606281,,,,0,0,,1640,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,24880242-95c4-4382-9c72-52fd8c26e92c,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-052,KomodoProteinFold,52,305.637972,,,,0,0,,1644,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,241c70c8-0359-480d-a474-6d7fb6e1c12d,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-053,KomodoProteinFold,53,305.756199,,,,0,0,,1641,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,5f3943aa-9a13-460c-8728-a73fdac8c0e4,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-054,KomodoProteinFold,54,305.295415,,,,0,0,,1643,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,baead157-2f6d-4550-a394-9b6843380a9e,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-055,KomodoProteinFold,55,306.240937,,,,0,0,,1641,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,851217b7-87a6-4a82-9c49-6aa5377821f7,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-056,KomodoProteinFold,56,305.809332,,,,0,0,,1642,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,27ac83f9-496c-4653-a844-c33641b30387,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-057,KomodoProteinFold,57,306.51524,,,,0,0,,1642,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,a932d108-b4f0-4bbb-8d93-ed32a20a4755,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-058,KomodoProteinFold,58,306.905935,,,,0,0,,1640,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,1cea90dc-0b47-44bb-af7b-468aa5515ba3,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-059,KomodoProteinFold,59,305.972441,,,,0,0,,1641,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,620efcba-e239-459f-9a7a-a6523505e535,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}",DBEVAL-V0-060,KomodoProteinFold,60,306.462613,,,,0,0,,1640,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,8c3373aa-73fb-47db-bc72-39150eadd544,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-061,DragonTFBind,61,49.644031,,,,0,1,167.0,2823,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,7ab989c0-0e2e-431f-a086-eb62389143f3,completed,0.9284766908852593,,DBEVAL-V0-062,DragonTFBind,62,120.864575,0.9284766908852593,scored,,53,1,157.0,2795,,"{""spearman_rank_correlation"": 0.9284766908852593}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,efe91723-1f14-48a6-b174-1c965b69c2db,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-063,DragonTFBind,63,7.102247,,,,0,0,,3197,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,12dae7d0-7337-407e-97f5-3aa1e36385a7,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-064,DragonTFBind,64,6.405952,,,,0,0,,2716,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,384b8480-cd26-4007-b443-f190fdfa2b94,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-065,DragonTFBind,65,7.163133,,,,0,0,,2661,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,2e8e12e9-1a8f-43ee-b25d-b66a97032329,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-066,DragonTFBind,66,7.11212,,,,0,0,,2831,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,a29c9873-f5d4-4070-94e3-c42b15e4524f,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-067,DragonTFBind,67,7.654468,,,,0,0,,3150,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,2e5a8780-01f7-448e-b2d2-de8f03e5362d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-068,DragonTFBind,68,7.286466,,,,0,0,,2963,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,6d1df4bd-9331-4590-af5a-c9f899de8181,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-069,DragonTFBind,69,7.553755,,,,0,0,,2834,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,aa79d72e-60a9-4942-8c45-dee616d0b788,completed,0.4683329274218847,,DBEVAL-V0-070,DragonTFBind,70,215.146164,0.4683329274218847,scored,,68,1,167.0,2632,,"{""spearman_rank_correlation"": 0.4683329274218847}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,2ccea38a-2b40-483a-b2a7-ba6583b91e7f,completed,0.7332355751067664,,DBEVAL-V0-071,DragonTFBind,71,75.594034,0.7332355751067664,scored,,134,1,177.0,3382,,"{""spearman_rank_correlation"": 0.7332355751067664}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,022b5bfa-7f69-4623-92e3-ee6d3451e8b8,completed,0.0,,DBEVAL-V0-072,DragonTFBind,72,256.200052,0.0,scored,,149,1,167.0,3081,,"{""spearman_rank_correlation"": -0.17701588297094847}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,0ed20bc4-291d-4f44-9925-830eb46d193e,completed,0.8629489272626915,,DBEVAL-V0-073,DragonTFBind,73,77.392773,0.8629489272626915,scored,,53,1,177.0,3271,,"{""spearman_rank_correlation"": 0.8629489272626915}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,aeacde88-093d-403b-90dd-23d08ff82418,completed,0.8261843893231645,,DBEVAL-V0-074,DragonTFBind,74,47.586126,0.8261843893231645,scored,,124,1,187.0,2743,,"{""spearman_rank_correlation"": 0.8261843893231645}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,d80b7e44-023e-4bce-9fb9-5f2d5ee8c3e6,completed,0.8986463755309779,,DBEVAL-V0-075,DragonTFBind,75,151.372318,0.8986463755309779,scored,,151,1,187.0,2831,,"{""spearman_rank_correlation"": 0.8986463755309779}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,5a1a8b07-b404-49c9-9271-5c76e33044ed,completed,0.8156618201430594,,DBEVAL-V0-076,DragonTFBind,76,111.795475,0.8156618201430594,scored,,65,1,167.0,3216,,"{""spearman_rank_correlation"": 0.8156618201430594}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,665ccaee-bcf7-4102-8dcb-beafc731081f,completed,0.8980265101338745,,DBEVAL-V0-077,DragonTFBind,77,58.446415,0.8980265101338745,scored,,47,1,187.0,3321,,"{""spearman_rank_correlation"": 0.8980265101338745}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,2e06635b-d4e6-48b3-a7c3-fce0ea99200e,completed,0.0,,DBEVAL-V0-078,DragonTFBind,78,272.193507,0.0,scored,,0,1,185.0,2807,,"{""spearman_rank_correlation"": -0.1745572096355137}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,77c73d92-518a-4e97-a76f-4aba42f272bc,error,0.0,,DBEVAL-V0-079,DragonTFBind,79,267.001108,,,,0,0,,2867,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,fee84908-1dbc-408b-943a-675c2c20d7d9,completed,0.8857162118542732,,DBEVAL-V0-080,DragonTFBind,80,179.823214,0.8857162118542732,scored,,84,1,167.0,2734,,"{""spearman_rank_correlation"": 0.8857162118542732}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,c0964e91-9f1f-4d4a-bece-b5538ab0885f,completed,1.0,,DBEVAL-V0-081,RNAFold,81,119.54948,1.0,scored,,97,1,90.0,1283,,"{""base_pair_f1"": 1.0, ""base_pair_precision"": 1.0, ""base_pair_recall"": 1.0, ""exact_dot_bracket_match"": 1.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,0e62c7cb-02d3-40ab-b8d8-fb429538fcd2,completed,0.46511627906976744,,DBEVAL-V0-082,RNAFold,82,232.610943,0.46511627906976744,scored,,51,1,89.0,1282,,"{""base_pair_f1"": 0.46511627906976744, ""base_pair_precision"": 0.45454545454545453, ""base_pair_recall"": 0.47619047619047616, ""exact_dot_bracket_match"": 0.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,6b2b8a1a-0985-49f7-b31a-db6788d6a35d,completed,0.1935483870967742,,DBEVAL-V0-083,RNAFold,83,235.062476,0.1935483870967742,scored,,466,1,120.0,1314,,"{""base_pair_f1"": 0.1935483870967742, ""base_pair_precision"": 0.2222222222222222, ""base_pair_recall"": 0.17142857142857143, ""exact_dot_bracket_match"": 0.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,725049bd-0415-479c-8f97-32fbf5df6556,completed,0.0,,DBEVAL-V0-084,RNAFold,84,286.073088,0.0,invalid_answer,,789,1,163.0,1361,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,23e6b13d-f9a3-4edc-85f4-12aab66e4615,completed,0.0,,DBEVAL-V0-085,RNAFold,85,255.586883,0.0,invalid_answer,,275,1,114.0,1308,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,732e889d-5a26-419a-b4ea-49eca7a9acbe,completed,0.0,,DBEVAL-V0-086,RNAFold,86,265.361156,0.0,invalid_answer,,78,1,129.0,1321,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,1ddaafe6-a761-4357-8651-f7f78cee3d91,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-087,RNAFold,87,6.969369,,,,0,0,,1313,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,d12a5db7-5db9-4724-9e87-dcade95cc903,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-088,RNAFold,88,6.675574,,,,0,0,,1313,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,50f84f6f-ec1e-4153-9ca9-7952773de364,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-089,RNAFold,89,6.496877,,,,0,0,,1393,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,e067b410-9211-47db-8c2e-f958125e641a,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-090,RNAFold,90,6.907133,,,,0,0,,1393,,
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,8967db96-73d6-4a0e-900f-01c73892658f,completed,0.0,,DBEVAL-V0-091,RNAFold,91,283.874824,0.0,invalid_answer,,925,1,124.0,1298,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,5c2e07e8-23a8-4f46-b886-a4fafb0f1cc8,completed,0.0,,DBEVAL-V0-092,RNAFold,92,224.011995,0.0,invalid_answer,,219,1,108.0,1299,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,47c59b79-c5bf-4d96-9685-22afc454616c,completed,0.0,,DBEVAL-V0-093,RNAFold,93,256.426378,0.0,invalid_answer,,118,1,161.0,1339,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,9cf6af06-262b-4359-95c2-484ba84deb4f,completed,0.0,,DBEVAL-V0-094,RNAFold,94,246.11216,0.0,invalid_answer,,107,1,180.0,1357,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,58fbc0ef-ef6e-4891-b88e-09f657ab36df,completed,0.9,,DBEVAL-V0-095,RNAFold,95,218.203296,0.9,scored,,600,1,108.0,1301,,"{""base_pair_f1"": 0.9, ""base_pair_precision"": 0.9, ""base_pair_recall"": 0.9, ""exact_dot_bracket_match"": 0.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,3c32a7fe-5c0e-411b-8bbe-941712c2a1f6,completed,0.9180327868852459,,DBEVAL-V0-096,RNAFold,96,201.445715,0.9180327868852459,scored,,241,1,112.0,1305,,"{""base_pair_f1"": 0.9180327868852459, ""base_pair_precision"": 0.9032258064516129, ""base_pair_recall"": 0.9333333333333333, ""exact_dot_bracket_match"": 0.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,66421f7a-ebbc-4ebf-8607-f6a16b0ce0aa,completed,0.0,,DBEVAL-V0-097,RNAFold,97,28.605396,0.0,scored,,92,1,242.0,1436,,"{""base_pair_f1"": 0.0, ""base_pair_precision"": 0.0, ""base_pair_recall"": 0.0, ""exact_dot_bracket_match"": 0.0}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,0d27a7f9-127e-4863-8a71-be96752025f9,completed,0.0,,DBEVAL-V0-098,RNAFold,98,276.904048,0.0,invalid_answer,,234,1,250.0,1436,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,7b857e7a-59f7-4d99-b694-93f2068f8686,completed,0.0,,DBEVAL-V0-099,RNAFold,99,255.426777,0.0,invalid_answer,,168,1,192.0,1385,,{}
gemini-3.1-pro-preview,Gemini 3.1 Pro,a22bf38c-950f-482d-88b7-8f471a6d2c57,4b6522fb-218f-4ec1-bd51-150b724a12cc,completed,0.08333333333333333,,DBEVAL-V0-100,RNAFold,100,263.792566,0.08333333333333333,scored,,97,1,188.0,1383,,"{""base_pair_f1"": 0.08333333333333333, ""base_pair_precision"": 0.12, ""base_pair_recall"": 0.06382978723404255, ""exact_dot_bracket_match"": 0.0}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,1b521aae-b02e-4d50-b081-068e71358861,completed,0.0,,DBEVAL-V0-002,AnoleGeneParse,2,188.551581,0.0,scored,,0,1,14.0,2465,,"{""intron_boundary_score"": 0.0, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.0}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,bf3241c1-1bf1-47ec-9a41-86c756b91be5,error,0.0,Request timed out.,DBEVAL-V0-001,AnoleGeneParse,1,1512.991587,,,,0,0,,2266,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,c8d68dcd-b8c9-4626-828d-a25758a7e625,error,0.0,Request timed out.,DBEVAL-V0-003,AnoleGeneParse,3,1512.381325,,,,0,0,,2634,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,05a625bb-8662-4dc0-95a7-86522a8c30a8,completed,0.20142180094786732,,DBEVAL-V0-006,AnoleGeneParse,6,225.61824,0.20142180094786732,scored,,0,1,37.0,2347,,"{""intron_boundary_score"": 0.00234192037470726, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.20142180094786732}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,32c2f17c-ddc7-4e6e-bf9d-6386fb42aa20,error,0.0,Request timed out.,DBEVAL-V0-007,AnoleGeneParse,7,1512.781036,,,,0,0,,2724,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,4f10e0d2-6993-4ea8-bbf2-c69bef028504,completed,1.0,,DBEVAL-V0-005,AnoleGeneParse,5,202.196619,1.0,scored,,0,1,37.0,2950,,"{""intron_boundary_score"": 1.0, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 1.0, ""precision"": 1.0, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 1.0}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,910a12d4-b2a3-43d7-a3b1-e8a0a29d114a,error,0.0,Request timed out.,DBEVAL-V0-008,AnoleGeneParse,8,1512.106696,,,,0,0,,2929,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,574ae3aa-5db6-4c88-b06c-9a259135e6ba,error,0.0,Request timed out.,DBEVAL-V0-009,AnoleGeneParse,9,1513.556375,,,,0,0,,3101,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,222b9462-6329-4e3f-8cdc-912d45641ef8,error,0.0,Request timed out.,DBEVAL-V0-004,AnoleGeneParse,4,1512.297502,,,,0,0,,2809,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,251dedf7-f90a-4388-832f-b8ed60641a93,error,0.0,Request timed out.,DBEVAL-V0-010,AnoleGeneParse,10,1511.998499,,,,0,0,,3332,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,9be63fcb-b584-4011-8430-e6a1ebc17b6a,completed,0.6847935548841892,,DBEVAL-V0-011,AnoleGeneParse,11,670.541237,0.6847935548841892,scored,,0,1,139.0,3207,,"{""intron_boundary_score"": 0.0063025210084033615, ""intron_count_accuracy"": 0.33333333333333337, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.6847935548841892}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,98fec48f-26b7-42ad-94ee-f6b313fab720,completed,0.7677696078431373,,DBEVAL-V0-012,AnoleGeneParse,12,275.86295,0.7677696078431373,scored,,0,1,288.0,3386,,"{""intron_boundary_score"": 0.00516795865633075, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.28571428571428575, ""precision"": 0.18181818181818182, ""recall"": 0.6666666666666666, ""spliced_sequence_levenshtein_similarity"": 0.7677696078431373}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,0df00647-9601-4725-91f4-4499b864b84b,error,0.0,Request timed out.,DBEVAL-V0-013,AnoleGeneParse,13,1506.718935,,,,0,0,,3503,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,796a2851-58be-49ae-9e4c-c83a005b8a44,completed,0.0,,DBEVAL-V0-014,AnoleGeneParse,14,1209.381652,0.0,scored,,0,1,109.0,3722,,"{""intron_boundary_score"": 0.002623524267599475, ""intron_count_accuracy"": 0.6666666666666667, ""intron_interval_f1_at_iou_0_8"": 0.28571428571428575, ""precision"": 0.25, ""recall"": 0.3333333333333333, ""spliced_sequence_levenshtein_similarity"": 0.0}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,6ab1f2af-94e2-42c5-9185-87e008c71995,error,0.0,"<html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>",DBEVAL-V0-015,AnoleGeneParse,15,905.855909,,,,0,0,,3844,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,ce6c93cb-2c3b-4342-886f-a20494ef744e,completed,0.6236559139784946,,DBEVAL-V0-016,AnoleGeneParse,16,286.799487,0.6236559139784946,scored,,0,1,61.0,2300,,"{""intron_boundary_score"": 0.007984031936127744, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.6666666666666666, ""precision"": 1.0, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.6236559139784946}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,fd30a157-7fb4-45d5-8140-61308a27d040,completed,0.9277899343544858,,DBEVAL-V0-017,AnoleGeneParse,17,214.628103,0.9277899343544858,scored,,0,1,64.0,3423,,"{""intron_boundary_score"": 0.0020768431983385254, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.3333333333333333, ""precision"": 0.5, ""recall"": 0.25, ""spliced_sequence_levenshtein_similarity"": 0.9277899343544858}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,5d22d71e-e29a-4b56-a7bb-4a3858b998ef,error,0.0,Request timed out.,DBEVAL-V0-019,AnoleGeneParse,19,1811.670053,,,,0,0,,3960,,
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,ff601df6-743b-47b4-9610-348fb85ae588,completed,0.918218085106383,,DBEVAL-V0-018,AnoleGeneParse,18,290.067762,0.918218085106383,scored,,0,1,88.0,3697,,"{""intron_boundary_score"": 0.010037641154328732, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.8571428571428571, ""precision"": 1.0, ""recall"": 0.75, ""spliced_sequence_levenshtein_similarity"": 0.918218085106383}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,e3a655b5-deb3-43c1-8696-1bd2218a09f7,completed,0.7253433208489388,,DBEVAL-V0-020,AnoleGeneParse,20,1495.093281,0.7253433208489388,scored,,0,1,90.0,4031,,"{""intron_boundary_score"": 0.00954653937947494, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.5714285714285715, ""precision"": 0.6666666666666666, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.7253433208489388}"
gpt-5.5,GPT-5.5,b4407a3e-477b-4933-83fb-96ff3213ca5c,6e1f3029-dabe-4aec-9a44-16dd89e477f1,completed,0.09999999999999999,,DBEVAL-V0-022,AnolePromoterExpression,22,164.770465,0.09999999999999999,scored,,0,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.09999999999999999}"
