model,model_label,question_id,question_index,status,reward,trace_id,job_id,row_source,replacement_pass
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-047,47,completed,0.1782150776053215,2d4b66eb-642f-4c9c-8b33-e3844c3aa88b,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-048,48,completed,0.1222627737226277,f3def779-c6c6-4c42-af7e-4598d81138f8,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-049,49,completed,0.1004658385093167,ef46cf04-0274-4985-bf1e-b3afd7559a87,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-050,50,completed,0.1756308100929615,8a0ad380-0092-4188-9e60-f4b293a7ec36,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-051,51,completed,0.1543280182232346,ddc5c8a2-3418-467b-a54f-499b92b6253e,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-052,52,completed,0.1443403908794788,977ff9bb-9802-40c0-a95d-9008a1a62d1c,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-053,53,completed,0.0311510031678986,5566cb91-c805-4c53-b362-e083e41546c8,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-054,54,completed,0.1900252525252525,0530ba88-a37c-4b06-b318-7111a5cae1fe,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-055,55,completed,0.112781954887218,af624218-56a8-4ff1-bcf7-a320a68e6a76,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-056,56,completed,0.2916666666666667,03819ae4-8501-4456-9884-3334a90f262a,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-057,57,completed,0.0828866768759571,90747d56-dd0e-4f2d-ab4d-bfe0d409d242,418eac38-d4ee-4916-8854-270e844626d6,error_retry_terminal,first_retry
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-058,58,completed,0.2132892804698972,f3e9c141-26d1-429b-a548-36cad51a73e9,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-059,59,completed,0.0428496319663512,0c3ec5c2-720e-4680-8b04-73fb83b9c7ee,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-060,60,completed,0.1251840942562592,25ec237f-73ba-445d-ae72-17febb3397a9,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
